asset_id,original_file_name,new_file_name,file_path,file_type,media_format,source_folder,source_drive_link,import_date,status,media_category,product_type,texture,length_visible_estimate,color_tone,density_visible_estimate,closure_or_frontal_visible,wig_visible,bundle_count_visible,install_state,visual_quality_score,lighting_quality_score,clarity_score,luxury_score,usable_for_website,usable_for_instagram,usable_for_ads,usable_for_product_page,usable_for_blog,needs_manual_review,review_notes,candidate_sku,candidate_collection,campaign_angle,caption_angle,customer_persona_fit,funnel_stage_fit,priority_rank,suggested_alt_text,suggested_title,suggested_short_description,suggested_tags,markdown_reference_path
AST-0001,0bed147c-fe5e-4067-9d61-1321bd3a0c76.jpg,0bed147c-fe5e-4067-9d61-1321bd3a0c76.jpg,assets/raw/0bed147c-fe5e-4067-9d61-1321bd3a0c76.jpg,image,jpg,Local,,2026-04-03,imported,unknown,unknown,unknown,,,,,,,,,,,,yes,yes,yes,yes,yes,no,,,,,,,,5,,,,,
AST-0002,1JIAPUSRO_A7V9KI.mp4,virgin-straight-22in-13x4-platinum-wig-233usd.mp4,assets/processed/virgin-straight-22in-13x4-platinum-wig-233usd.mp4,video,mp4,Local,,2026-04-03,processed,unknown,wig,virgin_straight,22,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 233USD,,,,,,,5,,,,,
AST-0003,1dc86957-61c7-40d6-bbf8-a1287e06d460.mp4,raw-deep-wave-18in-bundles-120usd-3.mp4,assets/processed/raw-deep-wave-18in-bundles-120usd-3.mp4,video,mp4,Local,,2026-04-03,processed,unknown,bundle,deep_wave,18,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 120USD,,,,,,,5,,,,,
AST-0004,222.57(1).jpeg,222.57(1).jpeg,assets/raw/222.57(1).jpeg,image,jpeg,Local,,2026-04-03,imported,unknown,unknown,unknown,,,,,,,,,,,,yes,yes,yes,yes,yes,no,,,,,,,,5,,,,,
AST-0005,237e872b-b730-4337-b9b3-9d2724c9163f.mp4,virgin-straight-20in-burgundy-bundles-51usd-2.mp4,assets/processed/virgin-straight-20in-burgundy-bundles-51usd-2.mp4,video,mp4,Local,,2026-04-03,processed,unknown,bundle,virgin_straight,20,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 51USD,,,,,,,5,,,,,
AST-0006,4dec571d-08e6-4f6f-83b8-3f7bcd2ce40f.mp4,raw-body-wave-18in-bundles-102usd-2.mp4,assets/processed/raw-body-wave-18in-bundles-102usd-2.mp4,video,mp4,Local,,2026-04-03,processed,unknown,bundle,body_wave,18,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 102USD,,,,,,,5,,,,,
AST-0007,50db96bf-1bc0-4325-8154-db517da4c5a8.jpg,50db96bf-1bc0-4325-8154-db517da4c5a8.jpg,assets/raw/50db96bf-1bc0-4325-8154-db517da4c5a8.jpg,image,jpg,Local,,2026-04-03,imported,unknown,unknown,unknown,,,,,,,,,,,,yes,yes,yes,yes,yes,no,,,,,,,,5,,,,,
AST-0008,72b8c4cb-8c2f-414f-93dc-83c850311f2c.mp4,raw-bone-straight-20in-bundles-128usd-2.mp4,assets/processed/raw-bone-straight-20in-bundles-128usd-2.mp4,video,mp4,Local,,2026-04-03,processed,unknown,bundle,bone_straight,20,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 128USD,,,,,,,5,,,,,
AST-0009,7dfcf682-05cb-4413-a4f4-7d072b350e48.jpg,7dfcf682-05cb-4413-a4f4-7d072b350e48.jpg,assets/raw/7dfcf682-05cb-4413-a4f4-7d072b350e48.jpg,image,jpg,Local,,2026-04-03,imported,unknown,unknown,unknown,,,,,,,,,,,,yes,yes,yes,yes,yes,no,,,,,,,,5,,,,,
AST-0010,84140e15-f531-41a9-8218-77ff0c304867.jpg,raw-deep-wave-18in-bundles-120usd-2.jpg,assets/processed/raw-deep-wave-18in-bundles-120usd-2.jpg,image,jpg,Local,,2026-04-03,processed,unknown,bundle,deep_wave,18,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 120USD,,,,,,,5,,,,,
AST-0011,8e94bd58-5176-4097-965e-27fb757d2080.mp4,raw-deep-wave-18in-bundles-120usd-4.mp4,assets/processed/raw-deep-wave-18in-bundles-120usd-4.mp4,video,mp4,Local,,2026-04-03,processed,unknown,bundle,deep_wave,18,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 120USD,,,,,,,5,,,,,
AST-0012,IMG_0032.MOV,raw-bone-straight-24in-5x5-brown-wig-262usd-9.mov,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-9.mov,video,mov,Local,,2026-04-03,processed,unknown,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 262USD,,,,,,,5,,,,,
AST-0013,IMG_0176.HEIC,IMG_0176.HEIC,assets/raw/IMG_0176.HEIC,image,heic,Local,,2026-04-03,imported,unknown,unknown,unknown,,,,,,,,,,,,yes,yes,yes,yes,yes,no,,,,,,,,5,,,,,
AST-0014,IMG_0180.HEIC,IMG_0180.HEIC,assets/raw/IMG_0180.HEIC,image,heic,Local,,2026-04-03,imported,unknown,unknown,unknown,,,,,,,,,,,,yes,yes,yes,yes,yes,no,,,,,,,,5,,,,,
AST-0015,IMG_0181.MOV,virgin-straight-12in-5x5-brown-bob-wig-88usd.mov,assets/processed/virgin-straight-12in-5x5-brown-bob-wig-88usd.mov,video,mov,Local,,2026-04-03,processed,unknown,wig,virgin_straight,12,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 88USD,,,,,,,5,,,,,
AST-0016,IMG_0220.HEIC,IMG_0220.HEIC,assets/raw/IMG_0220.HEIC,image,heic,Local,,2026-04-03,imported,unknown,unknown,unknown,,,,,,,,,,,,yes,yes,yes,yes,yes,no,,,,,,,,5,,,,,
AST-0017,IMG_0224.MOV,raw-bone-straight-24in-5x5-brown-wig-262usd-10.mov,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-10.mov,video,mov,Local,,2026-04-03,processed,unknown,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 262USD,,,,,,,5,,,,,
AST-0018,IMG_0225.HEIC,raw-bone-straight-26in-13x4-wig-372usd.jpg,assets/processed/raw-bone-straight-26in-13x4-wig-372usd.jpg,image,heic,Local,,2026-04-03,processed,unknown,wig,bone_straight,26,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 372USD,,,,,,,5,,,,,
AST-0019,IMG_0226.HEIC,IMG_0226.HEIC,assets/raw/IMG_0226.HEIC,image,heic,Local,,2026-04-03,imported,unknown,unknown,unknown,,,,,,,,,,,,yes,yes,yes,yes,yes,no,,,,,,,,5,,,,,
AST-0020,IMG_0353.HEIC,virgin-straight-assorted-bundles-48usd.jpg,assets/processed/virgin-straight-assorted-bundles-48usd.jpg,image,heic,Local,,2026-04-03,processed,unknown,bundle,virgin_straight,,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 48USD,,,,,,,5,,,,,
AST-0021,IMG_0354.HEIC,virgin-straight-assorted-bundles-48usd-2.jpg,assets/processed/virgin-straight-assorted-bundles-48usd-2.jpg,image,heic,Local,,2026-04-03,processed,unknown,bundle,virgin_straight,,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 48USD,,,,,,,5,,,,,
AST-0022,IMG_0355.HEIC,virgin-straight-14in-bundles-48usd-2.jpg,assets/processed/virgin-straight-14in-bundles-48usd-2.jpg,image,heic,Local,,2026-04-03,processed,unknown,bundle,virgin_straight,14,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 48USD,,,,,,,5,,,,,
AST-0023,IMG_0356.HEIC,virgin-straight-assorted-bundles-48usd-3.jpg,assets/processed/virgin-straight-assorted-bundles-48usd-3.jpg,image,heic,Local,,2026-04-03,processed,unknown,bundle,virgin_straight,,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 48USD,,,,,,,5,,,,,
AST-0024,IMG_0357.MOV,virgin-straight-assorted-bundles-48usd-4.mov,assets/processed/virgin-straight-assorted-bundles-48usd-4.mov,video,mov,Local,,2026-04-03,processed,unknown,bundle,virgin_straight,,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 48USD,,,,,,,5,,,,,
AST-0025,IMG_0363.MOV,virgin-straight-assorted-bundles-48usd-5.mov,assets/processed/virgin-straight-assorted-bundles-48usd-5.mov,video,mov,Local,,2026-04-03,processed,unknown,bundle,virgin_straight,,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 48USD,,,,,,,5,,,,,
AST-0026,IMG_0385.HEIC,raw-bone-straight-24in-13x4-piano-wig-340usd-3.jpg,assets/processed/raw-bone-straight-24in-13x4-piano-wig-340usd-3.jpg,image,heic,Local,,2026-04-03,processed,unknown,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 340USD,,,,,,,5,,,,,
AST-0027,IMG_0386.MOV,raw-bone-straight-24in-13x4-piano-wig-340usd-4.mov,assets/processed/raw-bone-straight-24in-13x4-piano-wig-340usd-4.mov,video,mov,Local,,2026-04-03,processed,unknown,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 340USD,,,,,,,5,,,,,
AST-0028,IMG_0387.HEIC,raw-bone-straight-24in-13x4-piano-wig-340usd-2.jpg,assets/processed/raw-bone-straight-24in-13x4-piano-wig-340usd-2.jpg,image,heic,Local,,2026-04-03,processed,unknown,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 340USD,,,,,,,5,,,,,
AST-0029,IMG_0401.HEIC,raw-bone-straight-24in-5x5-brown-wig-262usd-3.jpg,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-3.jpg,image,heic,Local,,2026-04-03,processed,unknown,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 262USD,,,,,,,5,,,,,
AST-0030,IMG_0402.HEIC,raw-bone-straight-24in-5x5-brown-wig-262usd-4.jpg,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-4.jpg,image,heic,Local,,2026-04-03,processed,unknown,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 262USD,,,,,,,5,,,,,
AST-0031,IMG_0403.MOV,raw-bone-straight-24in-ombre-bundles-75usd-4.mov,assets/processed/raw-bone-straight-24in-ombre-bundles-75usd-4.mov,video,mov,Local,,2026-04-03,processed,unknown,bundle,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 75USD,,,,,,,5,,,,,
AST-0032,IMG_0408.MOV,raw-deep-wave-18in-5x5-wig-186usd-4.mov,assets/processed/raw-deep-wave-18in-5x5-wig-186usd-4.mov,video,mov,Local,,2026-04-03,processed,unknown,wig,deep_wave,18,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 186USD,,,,,,,5,,,,,
AST-0033,IMG_1077.HEIC,raw-deep-wave-18in-bundles-40usd.jpg,assets/processed/raw-deep-wave-18in-bundles-40usd.jpg,image,heic,Local,,2026-04-03,processed,unknown,bundle,deep_wave,18,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 40USD,,,,,,,5,,,,,
AST-0034,IMG_1078.MOV,raw-deep-wave-18in-bundles-120usd-5.mov,assets/processed/raw-deep-wave-18in-bundles-120usd-5.mov,video,mov,Local,,2026-04-03,processed,unknown,bundle,deep_wave,18,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 120USD,,,,,,,5,,,,,
AST-0035,IMG_1351.HEIC,raw-bone-straight-22in-5x5-wig-pair-259usd.jpg,assets/processed/raw-bone-straight-22in-5x5-wig-pair-259usd.jpg,image,heic,Local,,2026-04-03,processed,unknown,wig,bone_straight,22,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 259USD,,,,,,,5,,,,,
AST-0036,IMG_1352.HEIC,raw-bone-straight-22in-5x5-wig-259usd.jpg,assets/processed/raw-bone-straight-22in-5x5-wig-259usd.jpg,image,heic,Local,,2026-04-03,processed,unknown,wig,bone_straight,22,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 259USD,,,,,,,5,,,,,
AST-0037,IMG_1480.HEIC,virgin-body-wave-14in-copper-bundles-66usd.jpg,assets/processed/virgin-body-wave-14in-copper-bundles-66usd.jpg,image,heic,Local,,2026-04-03,processed,unknown,bundle,body_wave,14,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 66USD,,,,,,,5,,,,,
AST-0038,IMG_1663.HEIC,IMG_1663.HEIC,assets/raw/IMG_1663.HEIC,image,heic,Local,,2026-04-03,imported,unknown,unknown,unknown,,,,,,,,,,,,yes,yes,yes,yes,yes,no,,,,,,,,5,,,,,
AST-0039,IMG_1665.MOV,raw-bone-straight-18in-highlight-bundles-60usd-3.mov,assets/processed/raw-bone-straight-18in-highlight-bundles-60usd-3.mov,video,mov,Local,,2026-04-03,processed,unknown,bundle,bone_straight,18,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 60USD,,,,,,,5,,,,,
AST-0040,IMG_1673.MOV,raw-body-wave-22in-5x5-wig-220usd-3.mov,assets/processed/raw-body-wave-22in-5x5-wig-220usd-3.mov,video,mov,Local,,2026-04-03,processed,unknown,wig,body_wave,22,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 220USD,,,,,,,5,,,,,
AST-0041,IMG_1675.HEIC,raw-body-wave-22in-5x5-wig-220usd-2.jpg,assets/processed/raw-body-wave-22in-5x5-wig-220usd-2.jpg,image,heic,Local,,2026-04-03,processed,unknown,wig,body_wave,22,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 220USD,,,,,,,5,,,,,
AST-0042,IMG_1677.HEIC,raw-bone-straight-18in-5x5-honey-wig-235usd.jpg,assets/processed/raw-bone-straight-18in-5x5-honey-wig-235usd.jpg,image,heic,Local,,2026-04-03,processed,unknown,wig,bone_straight,18,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 235USD,,,,,,,5,,,,,
AST-0043,IMG_1723.MOV,raw-bone-straight-24in-5x5-brown-wig-262usd-11.mov,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-11.mov,video,mov,Local,,2026-04-03,processed,unknown,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 262USD,,,,,,,5,,,,,
AST-0044,IMG_1724.HEIC,raw-bone-straight-22in-13x4-wig-289usd.jpg,assets/processed/raw-bone-straight-22in-13x4-wig-289usd.jpg,image,heic,Local,,2026-04-03,processed,unknown,wig,bone_straight,22,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 289USD,,,,,,,5,,,,,
AST-0045,IMG_1729.HEIC,raw-bone-straight-24in-5x5-brown-wig-262usd-5.jpg,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-5.jpg,image,heic,Local,,2026-04-03,processed,unknown,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 262USD,,,,,,,5,,,,,
AST-0046,IMG_1730.HEIC,raw-bone-straight-24in-5x5-brown-wig-262usd-6.jpg,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-6.jpg,image,heic,Local,,2026-04-03,processed,unknown,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 262USD,,,,,,,5,,,,,
AST-0047,IMG_1731.HEIC,raw-bone-straight-22in-5x5-wig-top-259usd.jpg,assets/processed/raw-bone-straight-22in-5x5-wig-top-259usd.jpg,image,heic,Local,,2026-04-03,processed,unknown,wig,bone_straight,22,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 259USD,,,,,,,5,,,,,
AST-0048,IMG_1732.HEIC,raw-bone-straight-24in-5x5-brown-wig-262usd-7.jpg,assets/processed/raw-bone-straight-24in-5x5-brown-wig-262usd-7.jpg,image,heic,Local,,2026-04-03,processed,unknown,wig,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 262USD,,,,,,,5,,,,,
AST-0049,IMG_1748.HEIC,IMG_1748.HEIC,assets/raw/IMG_1748.HEIC,image,heic,Local,,2026-04-03,imported,unknown,unknown,unknown,,,,,,,,,,,,yes,yes,yes,yes,yes,no,,,,,,,,5,,,,,
AST-0050,IMG_1749.MOV,raw-bone-straight-24in-ombre-bundles-75usd-5.mov,assets/processed/raw-bone-straight-24in-ombre-bundles-75usd-5.mov,video,mov,Local,,2026-04-03,processed,unknown,bundle,bone_straight,24,,,,,,,,,,,yes,yes,yes,yes,yes,no,Price: 75USD,,,,,,,5,,,,,
